r,counts
0.010000,0.037713
0.030000,0.037725
0.050000,0.037509
0.070000,0.037166
0.090000,0.036823
0.110000,0.036509
0.130000,0.036119
0.150000,0.035353
0.170000,0.034758
0.190000,0.034160
0.210000,0.033139
0.230000,0.032342
0.250000,0.031514
0.270000,0.030642
0.290000,0.030158
0.310000,0.028614
0.330000,0.027701
0.350000,0.026653
0.370000,0.026170
0.390000,0.024916
0.410000,0.023752
0.430000,0.022437
0.450000,0.021260
0.470000,0.020477
0.490000,0.019253
0.510000,0.018100
0.530000,0.017321
0.550000,0.016102
0.570000,0.015000
0.590000,0.014234
0.610000,0.013281
0.630000,0.012407
0.650000,0.011687
0.670000,0.010841
0.690000,0.009940
0.710000,0.009132
0.730000,0.008458
0.750000,0.007884
0.770000,0.007183
0.790000,0.006512
0.810000,0.006016
0.830000,0.005506
0.850000,0.005006
0.870000,0.004622
0.890000,0.004256
0.910000,0.003672
0.930000,0.003452
0.950000,0.003040
0.970000,0.002756
0.990000,0.002463
1.010000,0.002239
1.030000,0.001940
1.050000,0.001715
1.070000,0.001534
1.090000,0.001376
1.110000,0.001187
1.130000,0.001070
1.150000,0.000959
1.170000,0.000895
1.190000,0.000771
1.210000,0.000616
1.230000,0.000560
1.250000,0.000448
1.270000,0.000421
1.290000,0.000351
1.310000,0.000328
1.330000,0.000272
1.350000,0.000246
1.370000,0.000211
1.390000,0.000172
1.410000,0.000150
1.430000,0.000125
1.450000,0.000110
1.470000,0.000086
1.490000,0.000072
1.510000,0.000064
1.530000,0.000061
1.550000,0.000051
1.570000,0.000038
1.590000,0.000031
1.610000,0.000026
1.630000,0.000018
1.650000,0.000021
1.670000,0.000024
1.690000,0.000013
1.710000,0.000018
1.730000,0.000004
1.750000,0.000005
1.770000,0.000007
1.790000,0.000009
1.810000,0.000004
1.830000,0.000000
1.850000,0.000005
1.870000,0.000000
1.890000,0.000004
1.910000,0.000001
1.930000,0.000003
1.950000,0.000001
1.970000,0.000001
1.990000,0.000003
2.010000,0.000000
2.030000,0.000000
2.050000,0.000002
2.070000,0.000000
2.090000,0.000000
2.110000,0.000000
2.130000,0.000000
2.150000,0.000000
2.170000,0.000000
2.190000,0.000000
2.210000,0.000000
2.230000,0.000000
2.250000,0.000000
2.270000,0.000000
2.290000,0.000000
2.310000,0.000000
2.330000,0.000000
2.350000,0.000000
2.370000,0.000000
2.390000,0.000000
2.410000,0.000000
2.430000,0.000000
2.450000,0.000000
2.470000,0.000000
2.490000,0.000000
2.510000,0.000000
2.530000,0.000000
2.550000,0.000000
2.570000,0.000000
2.590000,0.000000
2.610000,0.000000
2.630000,0.000000
2.650000,0.000000
2.670000,0.000000
2.690000,0.000000
2.710000,0.000000
2.730000,0.000000
2.750000,0.000000
2.770000,0.000000
2.790000,0.000000
2.810000,0.000000
2.830000,0.000000
2.850000,0.000000
2.870000,0.000000
2.890000,0.000000
2.910000,0.000000
2.930000,0.000000
2.950000,0.000000
2.970000,0.000000
2.990000,0.000000
3.010000,0.000000
3.030000,0.000000
3.050000,0.000000
3.070000,0.000000
3.090000,0.000000
3.110000,0.000000
3.130000,0.000000
3.150000,0.000000
3.170000,0.000000
3.190000,0.000000
3.210000,0.000000
3.230000,0.000000
3.250000,0.000000
3.270000,0.000000
3.290000,0.000000
3.310000,0.000000
3.330000,0.000000
3.350000,0.000000
3.370000,0.000000
3.390000,0.000000
3.410000,0.000000
3.430000,0.000000
3.450000,0.000000
3.470000,0.000000
3.490000,0.000000
3.510000,0.000000
3.530000,0.000000
3.550000,0.000000
3.570000,0.000000
3.590000,0.000000
3.610000,0.000000
3.630000,0.000000
3.650000,0.000000
3.670000,0.000000
3.690000,0.000000
3.710000,0.000000
3.730000,0.000000
3.750000,0.000000
3.770000,0.000000
3.790000,0.000000
3.810000,0.000000
3.830000,0.000000
3.850000,0.000000
3.870000,0.000000
3.890000,0.000000
3.910000,0.000000
3.930000,0.000000
3.950000,0.000000
3.970000,0.000000
3.990000,0.000000
